R,G,B
41,35,39
47,41,45
57,52,56
46,50,49
33,48,41
43,58,51
55,57,52
54,51,46
31,41,30
19,43,27
29,50,35
35,36,28
38,35,28
30,40,29
43,55,45
57,43,42
76,30,40
48,43,49
49,54,57
40,51,53
48,51,56
59,52,59
60,51,56
64,66,61
38,46,35
42,46,32
58,54,42
54,50,39
47,48,40
58,62,61
52,55,60
43,41,55
59,56,75
73,75,64
73,73,63
78,75,66
85,81,72
86,83,74
88,90,79
96,98,87
100,100,90
111,108,99
117,113,104
118,115,106
119,119,109
125,128,117
132,135,126
141,141,133
152,149,142
156,154,139
149,150,134
147,145,130
143,135,124
138,121,113
130,111,104
120,105,98
108,101,93
91,91,81
89,89,81
85,82,77
82,78,75
73,69,68
67,58,61
72,55,61
69,46,56
63,37,38
49,47,35
46,54,39
43,40,33
52,38,38
44,43,39
33,49,39
44,48,47
36,18,30
52,34,50
41,51,53
17,46,41
17,31,31
50,37,46
61,40,47
61,50,48
77,45,22
87,59,35
97,69,45
105,69,45
112,67,46
119,71,49
120,73,53
114,73,53
105,73,58
98,78,67
72,57,52
60,40,41
66,40,43
60,39,38
38,40,27
20,44,20
48,35,45
34,23,37
50,38,50
66,52,52
49,36,30
33,29,26
35,40,46
40,40,48
49,40,43
44,32,32
40,36,37
40,44,45
46,48,43
36,31,27
37,27,35
44,37,53
40,28,38
50,36,33
56,46,34
47,43,34
45,39,41
50,37,46
48,37,41
45,51,49
29,47,47
41,45,54
44,24,36
54,31,37
46,47,42
20,41,36
25,41,41
43,40,49
42,52,54
43,49,61
56,54,76
64,60,87
72,70,109
75,84,143
83,106,184
106,138,221
136,170,244
170,199,255
191,221,255
187,226,255
174,222,255
151,194,249
121,142,221
100,102,203
74,89,146
69,81,131
57,63,99
54,59,81
54,56,68
51,48,55
49,42,49
43,31,41
45,33,43
48,41,48
47,43,44
34,33,31
42,38,37
45,40,44
52,49,58
37,37,47
38,29,46
34,34,34
35,41,29
43,48,41
41,39,42
40,30,39
48,36,46
43,37,47
21,25,36
35,46,48
39,51,41
38,44,30
38,39,33
39,39,39
36,41,37
40,52,38
43,48,41
45,46,41
50,41,44
43,30,39
43,30,39
33,24,29
17,18,13
27,35,22
41,52,36
28,34,22
28,27,23
36,27,32
30,19,27
32,21,25
41,36,30
44,42,30
37,27,38
27,25,28
32,28,25
48,32,32
52,26,35
43,25,37
31,28,37
20,23,28
16,18,15
23,30,23
25,40,33
24,40,39
28,26,37
48,27,42
56,30,41
51,31,33
20,31,27
19,28,25
35,41,37
40,46,42
29,40,34
23,38,31
22,39,33
25,40,35
32,42,41
24,32,34
24,34,36
26,40,41
18,38,37
19,39,37
27,46,44
33,49,48
50,27,37
57,42,45
45,37,35
46,36,37
59,46,53
51,46,52
37,43,43
33,39,37
42,42,42
41,39,44
36,37,42
29,33,36
31,25,27
44,29,34
54,39,46
47,37,45
27,39,19
41,34,24
46,31,28
46,42,39
34,45,39
36,47,39
51,56,49
40,46,36
22,34,22
44,47,38
55,39,40
61,36,42
44,32,34
43,49,45
52,62,54
57,58,52
43,32,40
42,33,38
42,38,39
52,52,50
46,47,42
50,47,42
57,52,46
48,45,36
48,51,40
49,57,44
42,48,36
45,46,38
46,43,36
60,46,45
63,32,37
71,25,36
46,45,50
59,58,63
43,47,50
33,41,43
48,52,53
58,49,52
74,64,63
53,56,47
44,56,42
49,52,41
64,49,44
67,51,51
48,52,51
45,63,63
67,71,80
75,58,76
63,71,58
72,72,62
75,64,58
89,76,70
91,87,78
83,89,77
94,102,89
103,106,95
105,98,90
115,102,96
117,108,101
115,118,109
118,130,118
124,134,123
135,135,127
147,138,133
138,149,133
141,143,130
146,138,127
144,131,122
133,120,111
124,111,103
118,105,97
112,99,91
105,98,90
85,88,79
73,80,72
79,81,76
75,66,69
65,48,56
74,53,62
82,60,72
72,37,33
54,40,39
55,54,52
60,47,41
68,43,36
52,41,37
39,42,47
41,38,47
67,44,50
64,39,45
38,38,46
23,38,45
34,34,34
71,46,42
74,43,41
68,47,52
96,61,33
103,67,35
113,70,36
121,71,36
137,76,47
147,81,57
132,76,59
103,70,53
82,64,52
79,60,53
73,43,41
70,42,41
54,43,37
36,42,30
42,48,38
49,49,41
49,29,41
37,24,42
35,27,40
48,34,33
55,38,28
47,39,36
30,34,46
22,24,39
45,34,40
30,19,17
32,32,32
39,48,47
46,49,42
36,32,23
39,33,37
37,35,56
36,34,35
43,40,33
51,44,34
50,36,33
55,32,40
57,35,47
46,40,44
42,54,52
31,49,49
27,34,40
32,25,32
44,33,37
43,43,43
38,46,48
41,46,52
39,37,48
37,32,38
36,35,53
42,45,76
52,56,93
68,72,120
78,93,162
89,121,204
117,165,239
164,212,255
216,246,255
242,255,255
243,251,255
226,246,255
186,218,255
132,164,241
101,125,233
71,99,164
67,77,138
62,58,108
57,54,85
49,57,70
42,51,56
44,37,45
56,32,46
57,33,46
46,37,42
43,49,47
51,53,48
54,42,42
44,25,31
51,44,51
44,51,57
46,34,48
49,45,44
45,46,38
47,49,46
45,43,48
36,27,32
37,27,28
41,35,45
26,28,49
26,33,49
27,38,32
31,39,16
40,41,23
33,34,29
35,39,38
44,55,49
42,45,26
37,36,31
29,23,33
31,22,41
38,30,45
44,40,41
28,30,19
38,45,29
32,38,26
27,32,26
31,33,28
29,29,21
25,21,12
36,31,25
50,42,40
44,35,40
45,38,46
27,27,27
26,27,21
42,31,27
48,27,32
48,31,41
40,34,44
18,16,21
39,33,33
43,40,35
27,33,29
18,28,29
24,22,33
51,37,50
48,35,42
32,27,24
37,46,41
35,37,34
38,32,32
37,31,31
40,40,38
26,37,33
5,22,16
19,31,29
34,38,39
39,40,44
40,48,50
29,48,46
13,39,36
17,43,40
30,50,49
33,47,48
53,44,49
62,47,52
42,27,32
37,28,31
46,44,47
38,33,37
34,25,30
44,38,42
32,32,34
34,35,37
38,33,39
40,30,38
39,33,37
24,22,25
22,17,21
51,40,48
48,44,32
45,45,37
33,33,33
28,21,29
40,30,39
46,47,49
37,53,42
36,50,35
46,48,37
48,38,36
42,30,34
57,46,54
58,42,52
53,41,43
43,43,35
24,37,19
43,41,46
59,59,61
43,43,45
47,43,42
50,45,42
48,51,44
42,45,36
46,39,31
44,31,23
39,39,27
35,56,39
38,59,42
67,62,56
77,45,50
75,40,47
64,39,43
44,48,51
51,45,49
57,48,53
41,45,44
44,55,49
35,36,31
39,25,24
53,45,42
50,60,51
59,64,58
56,42,42
61,38,44
61,59,60
55,70,65
62,68,68
66,51,58
49,62,45
68,68,56
74,59,52
95,76,72
98,89,82
78,86,73
84,98,83
95,98,87
113,102,96
123,103,102
120,106,103
111,114,105
108,124,111
115,128,118
129,128,123
145,131,130
125,142,126
133,135,124
144,131,123
142,127,120
128,118,109
118,111,101
118,105,97
117,100,93
100,91,84
76,82,72
58,74,63
66,75,70
78,67,71
80,57,67
82,58,71
77,57,68
71,42,38
49,35,34
55,49,49
61,46,43
68,44,40
56,42,41
46,50,53
51,50,56
62,47,50
54,38,41
43,42,47
48,56,59
57,49,47
75,48,41
75,46,40
82,64,60
107,73,36
125,77,41
150,88,49
168,99,58
170,96,59
152,81,53
124,68,51
95,67,55
65,56,47
63,45,41
72,40,41
78,54,50
43,49,35
15,39,23
36,41,37
58,32,41
48,26,39
51,40,54
40,34,44
34,22,26
46,28,28
42,33,34
24,27,34
21,24,31
36,27,32
54,44,45
43,45,44
21,31,30
43,45,42
43,35,33
27,22,26
11,18,28
32,27,23
32,35,26
37,40,31
46,32,32
59,29,41
55,33,45
35,34,39
30,38,40
44,48,51
32,33,37
43,53,54
41,53,53
31,35,38
48,41,49
54,46,59
44,44,54
67,44,54
55,47,70
48,58,93
48,66,106
64,81,133
83,105,178
98,139,221
130,190,252
180,240,255
230,255,255
254,255,255
255,245,254
255,253,255
220,244,255
145,189,252
94,147,243
85,111,186
66,76,145
62,57,113
52,48,85
48,55,73
48,55,63
45,35,44
67,40,55
52,26,39
42,31,37
29,34,30
45,46,40
46,32,31
55,35,37
53,44,47
30,39,38
46,31,38
53,43,41
41,40,36
44,43,51
51,45,59
41,30,34
37,28,21
45,41,42
38,39,59
32,37,59
35,40,43
42,45,26
57,56,38
40,39,35
28,32,31
25,35,27
31,30,12
28,27,22
26,24,35
33,30,49
45,43,57
44,44,44
35,35,25
33,34,20
36,38,27
24,29,22
14,21,14
31,37,27
43,46,35
42,42,34
52,44,42
49,38,44
43,36,43
40,42,39
37,43,33
22,19,10
40,26,26
45,32,39
37,30,38
45,36,41
58,39,41
41,23,23
24,16,14
20,21,23
32,31,39
31,26,33
36,40,39
32,48,38
41,40,38
40,31,32
43,27,30
49,30,34
34,22,26
31,29,30
29,31,30
28,28,30
34,28,32
52,41,47
46,41,45
27,35,37
18,34,33
21,37,37
33,41,44
38,39,44
38,44,42
47,35,39
55,34,43
35,29,33
37,43,41
55,49,51
43,20,30
35,15,24
30,30,32
34,38,39
45,34,40
54,33,42
37,32,38
28,40,40
26,31,34
34,23,29
51,40,38
45,45,43
34,37,42
33,25,38
43,25,41
42,37,44
31,46,39
34,48,35
50,45,39
50,36,36
54,43,49
44,37,45
55,38,48
70,47,53
49,42,34
34,49,28
49,61,61
35,50,47
27,39,35
53,58,54
49,51,46
32,39,31
33,41,30
48,45,36
54,44,35
45,49,35
29,56,37
15,44,26
42,48,38
58,38,39
62,40,43
65,55,54
40,41,43
40,34,36
48,38,39
53,50,45
44,52,41
35,41,31
40,37,30
49,39,38
57,48,51
51,46,50
47,40,47
55,44,50
68,57,61
67,63,60
60,61,53
62,65,54
59,72,55
80,78,66
84,67,60
82,61,58
83,74,67
82,88,76
87,99,85
99,102,93
117,103,100
121,100,99
123,109,106
111,114,105
101,117,106
111,124,114
122,121,116
133,119,118
113,131,117
129,132,121
132,121,115
126,113,107
125,116,109
119,112,102
109,99,90
108,93,88
99,92,84
75,83,72
71,87,76
66,76,68
72,61,65
77,54,64
65,42,52
73,53,64
64,52,54
40,37,28
40,40,28
42,32,30
62,47,52
56,50,50
37,45,34
47,58,50
44,47,52
42,41,47
38,43,37
36,42,28
42,35,27
60,40,39
74,57,47
72,68,43
111,80,36
144,89,50
180,101,62
193,110,70
183,108,69
155,88,59
125,69,52
98,66,55
68,59,52
39,36,31
57,47,45
51,42,37
33,41,30
36,52,42
32,32,34
48,24,38
51,29,41
35,29,33
29,29,31
42,32,43
45,26,45
36,26,35
35,40,34
35,40,33
38,32,34
43,36,43
28,34,34
24,36,32
35,38,43
43,35,46
37,35,38
19,32,22
38,31,21
35,36,30
31,31,29
39,30,33
45,28,36
39,28,36
39,34,41
42,35,43
54,43,51
44,44,46
35,54,50
34,59,55
35,45,47
37,27,38
41,29,41
44,41,52
64,41,47
47,39,60
52,62,97
54,73,115
57,77,130
78,102,176
101,143,225
125,187,244
177,243,255
228,255,253
251,255,241
255,252,240
252,255,253
217,246,255
149,199,250
91,149,233
88,104,189
74,83,158
58,63,121
51,53,91
38,39,60
51,49,60
55,43,53
45,27,39
59,39,50
49,37,41
23,18,15
38,33,27
48,39,34
37,28,23
44,39,35
36,35,33
61,41,40
45,31,28
39,33,35
45,41,58
43,33,57
34,23,29
48,40,29
41,37,28
37,37,49
42,45,64
34,37,42
33,33,25
41,36,30
40,34,34
34,34,32
27,35,20
43,37,37
41,39,40
37,38,40
28,33,37
19,22,27
24,25,27
39,35,32
38,34,25
27,25,13
21,24,13
21,31,23
26,38,36
24,34,35
32,34,33
45,40,36
43,34,25
39,34,38
34,41,34
32,43,29
28,30,19
40,32,29
51,42,47
42,37,43
54,41,48
53,28,31
51,25,26
45,31,30
34,29,33
30,29,35
31,30,36
37,49,45
18,46,31
34,33,29
45,40,37
54,42,44
54,39,44
36,24,28
37,26,32
34,25,30
30,21,26
43,32,36
41,30,34
35,29,31
30,28,31
31,32,34
34,33,38
36,33,40
44,37,45
34,45,39
45,36,41
56,39,49
45,39,43
37,42,38
46,37,38
50,23,32
55,29,42
43,36,43
28,28,28
47,32,35
66,45,52
36,31,37
21,35,36
30,40,41
42,37,41
42,31,39
57,54,61
42,41,49
27,19,32
44,30,43
49,42,50
36,40,41
38,44,42
25,23,24
38,29,34
52,41,47
49,34,41
55,34,41
68,48,50
59,52,44
49,60,43
36,51,48
28,43,40
28,43,38
47,62,55
39,49,41
42,43,37
56,49,43
53,49,40
43,45,34
42,50,37
36,47,33
23,35,23
39,52,42
43,50,42
41,36,33
52,33,35
45,34,38
37,33,32
47,44,39
60,51,44
56,49,39
49,55,41
47,59,47
49,43,43
60,34,47
60,37,53
46,46,56
44,52,55
62,50,54
74,48,49
66,60,46
54,77,49
67,73,59
75,73,61
90,77,69
89,74,69
71,62,55
72,74,63
92,95,86
95,95,87
107,96,92
112,94,92
115,104,102
109,110,104
105,115,106
114,124,115
124,123,118
131,121,119
115,129,116
124,130,120
124,121,114
122,113,108
123,114,107
119,110,103
112,103,96
110,103,95
91,91,83
77,84,76
74,86,76
61,66,60
61,55,55
70,53,59
61,40,47
62,41,50
60,60,62
54,54,46
51,49,36
39,31,29
58,47,55
65,59,59
46,49,38
28,40,30
27,41,41
26,36,38
37,40,33
56,50,36
66,51,44
68,53,50
69,59,47
71,67,38
114,78,30
153,91,50
189,105,69
197,111,76
177,107,71
149,90,60
127,71,54
111,68,59
73,60,52
38,54,44
38,61,53
24,34,33
26,20,24
55,42,51
50,40,48
30,29,34
32,15,25
34,30,27
33,38,34
50,43,59
57,41,68
42,31,45
35,38,27
40,47,31
36,35,33
41,38,45
29,38,37
27,39,35
35,35,45
37,28,45
35,35,37
24,42,20
38,36,21
47,37,35
48,35,44
39,36,43
24,33,32
25,29,32
40,28,40
39,16,32
37,22,29
35,37,34
28,43,38
22,38,38
27,34,40
39,38,46
46,38,49
44,36,47
54,51,42
50,50,58
43,49,75
46,51,91
68,77,132
84,103,179
90,131,213
116,176,238
166,228,253
212,255,255
235,255,255
237,255,255
224,255,255
187,234,250
138,181,236
99,136,225
85,90,181
64,76,152
55,68,123
49,55,91
41,36,58
44,30,45
51,38,48
48,38,46
52,42,50
49,34,39
51,35,36
49,38,34
46,43,34
42,44,33
39,36,29
43,34,29
56,35,34
55,40,35
45,36,37
40,33,49
47,37,61
35,23,33
42,33,24
49,45,34
35,35,35
40,43,52
36,35,40
38,32,32
47,36,42
45,35,43
40,39,34
35,43,22
50,39,55
28,25,32
26,31,27
40,50,41
26,33,26
10,12,11
29,23,23
37,30,24
30,26,14
29,31,18
35,46,40
25,40,47
12,24,36
24,31,37
39,39,29
41,36,14
49,44,48
40,47,40
36,47,33
36,36,26
32,22,20
41,32,37
29,27,32
44,38,40
46,30,30
41,23,19
42,35,29
38,40,39
32,31,36
25,24,29
33,42,37
22,43,28
28,35,27
37,47,39
39,48,43
39,43,42
32,32,34
44,38,42
43,34,39
32,26,28
40,38,39
33,33,31
38,38,36
39,35,36
42,36,40
47,37,45
38,31,38
39,36,43
36,43,36
42,42,42
45,40,46
38,32,36
39,31,29
52,41,39
61,42,46
58,36,48
57,40,50
35,23,25
34,22,22
52,43,44
42,40,45
35,40,44
26,34,36
20,29,26
52,41,58
47,39,52
55,48,56
51,45,49
39,30,35
42,32,40
48,43,50
39,38,46
21,21,29
36,33,40
49,38,44
51,32,36
54,32,34
58,43,40
49,44,38
36,39,30
30,34,33
33,37,36
46,52,48
54,65,59
33,38,32
47,33,32
69,43,46
58,43,40
49,50,42
44,44,36
59,45,42
51,40,38
39,46,38
32,49,39
48,44,41
68,37,43
60,40,49
44,43,41
32,38,28
51,44,34
73,61,49
54,56,42
29,43,28
41,41,39
57,30,45
70,42,64
56,52,66
37,44,50
53,42,46
84,60,58
77,71,55
43,68,36
60,60,48
71,67,56
80,71,64
80,71,64
81,72,65
80,75,69
88,83,77
100,93,87
101,91,89
100,89,87
107,99,96
107,104,99
108,109,103
118,119,113
120,120,112
123,120,113
119,125,115
122,128,118
120,126,116
121,121,113
126,117,112
119,108,104
107,100,94
97,98,90
86,91,84
77,82,75
77,78,72
61,62,57
56,55,51
62,56,56
59,43,46
63,40,46
52,51,47
65,56,57
74,59,64
64,50,50
62,51,47
56,42,42
53,41,45
44,44,44
38,49,41
40,50,42
53,45,43
65,38,43
69,39,39
66,44,33
72,56,41
85,71,58
126,79,33
154,96,56
180,107,75
178,102,76
157,90,64
130,74,51
109,61,41
98,58,46
64,50,39
16,38,26
3,43,35
11,35,39
31,18,35
62,31,49
56,43,52
24,39,34
33,20,29
34,32,33
24,30,28
36,36,46
50,41,60
34,27,35
24,25,19
34,37,28
39,39,39
35,36,40
23,32,29
29,38,35
39,38,44
40,34,44
38,40,39
28,42,27
37,42,20
42,26,27
48,23,42
46,43,54
29,49,47
27,41,41
48,34,49
51,24,41
35,20,25
27,30,23
24,29,25
29,26,33
33,30,41
30,33,40
38,41,46
56,57,62
37,50,30
40,49,44
55,57,72
62,61,92
66,68,117
75,92,162
86,121,205
99,148,225
140,192,249
176,226,255
194,246,255
193,254,255
176,244,255
145,204,246
118,154,230
104,116,224
88,88,176
54,64,136
46,62,113
52,58,90
57,48,67
44,26,38
51,38,45
54,52,55
37,32,38
47,34,41
64,44,46
57,43,40
45,47,36
46,52,38
46,43,34
46,33,27
64,38,47
54,36,36
48,40,37
43,38,42
41,35,47
39,29,40
54,44,45
50,45,41
39,40,35
41,43,40
33,32,30
38,29,32
49,33,44
44,31,41
36,32,29
31,36,16
32,23,40
27,24,33
28,29,31
39,46,39
33,39,29
28,28,20
43,36,28
37,28,19
40,33,25
35,35,33
35,42,48
17,29,43
7,21,32
20,30,32
28,31,20
34,36,14
37,35,40
29,34,30
37,43,33
40,36,27
34,20,20
36,25,31
27,26,31
39,41,40
41,40,35
35,35,25
28,38,27
29,42,35
35,39,42
33,27,31
43,38,35
41,43,32
31,44,34
29,47,35
20,41,32
23,42,36
35,41,41
56,50,54
51,38,45
33,27,29
30,32,29
26,36,28
44,49,43
43,37,37
45,30,33
56,41,48
47,36,44
48,43,50
44,39,35
37,46,43
36,46,48
47,41,45
57,35,37
60,45,42
55,50,47
42,31,37
56,30,43
66,41,47
44,39,33
36,43,36
45,44,49
51,41,52
31,32,36
21,43,31
44,30,53
40,34,48
37,37,39
45,40,37
52,41,39
47,36,40
41,36,43
41,40,54
36,35,49
48,45,56
52,46,50
58,44,43
62,41,38
60,41,37
45,40,36
24,30,26
48,42,42
41,37,36
36,36,34
42,47,41
41,40,36
61,47,47
67,42,46
53,31,33
64,50,49
26,15,13
34,18,18
44,32,32
31,32,27
34,41,34
46,41,38
46,21,25
50,33,41
50,41,42
38,39,33
45,45,35
62,60,47
51,52,38
41,42,34
56,56,54
60,50,58
55,38,54
57,40,56
61,49,61
56,52,53
54,55,47
58,62,45
56,66,41
73,66,56
77,73,62
76,72,63
74,70,61
84,77,71
86,75,71
87,73,70
101,90,88
102,92,90
97,89,86
104,96,93
106,98,95
109,102,96
116,111,105
113,113,105
113,114,106
123,120,113
117,123,113
113,125,113
117,122,115
124,116,113
118,107,105
103,100,95
88,98,89
82,94,84
73,76,69
73,68,64
67,64,59
60,63,56
58,59,53
59,49,47
73,51,53
52,52,44
51,40,48
53,35,47
55,41,41
58,48,38
50,32,30
55,31,44
48,37,45
46,52,42
56,62,50
68,53,58
75,38,56
75,38,45
71,47,35
76,56,45
90,68,70
135,80,41
143,95,59
146,99,69
145,87,67
139,71,58
118,60,46
91,56,36
74,56,34
64,55,40
30,37,30
21,45,47
36,58,69
38,39,57
45,28,46
50,39,47
35,40,34
53,43,51
39,38,44
19,24,28
27,33,31
42,42,40
35,31,32
30,25,32
33,32,38
35,39,40
31,37,33
26,32,30
34,36,35
41,37,34
41,38,33
39,41,38
26,36,37
38,47,20
47,35,37
50,26,48
48,37,54
37,47,48
30,42,42
39,35,49
46,29,45
59,49,50
43,39,30
33,25,23
45,29,40
54,40,55
37,34,41
24,34,33
34,53,51
37,40,21
42,45,34
59,63,64
62,67,86
52,61,100
62,78,140
81,106,188
87,121,211
110,152,238
133,185,255
143,206,255
140,211,255
127,196,255
107,160,238
94,124,222
87,98,213
74,73,151
52,57,121
44,55,100
48,52,77
52,46,58
47,35,39
51,40,44
51,46,50
46,41,45
41,30,36
35,23,25
50,40,38
40,40,32
24,27,16
44,41,32
56,47,40
63,34,56
47,27,36
47,40,32
45,45,33
43,42,38
46,39,46
56,46,55
38,31,38
34,35,30
33,36,25
27,24,15
36,26,24
53,36,44
51,35,45
42,36,36
37,39,28
29,27,32
37,34,41
32,30,41
35,34,40
37,36,32
38,35,20
50,43,24
54,46,33
43,38,35
37,35,46
29,32,47
13,23,35
20,31,35
29,40,36
23,33,24
35,41,29
26,23,30
16,20,19
34,37,30
41,34,28
47,31,34
41,30,38
27,30,35
28,38,37
17,27,18
27,41,26
15,38,22
2,25,15
21,27,27
32,19,26
42,26,26
41,28,22
38,46,35
33,45,35
21,36,29
29,40,36
40,38,41
55,39,49
49,28,37
40,23,29
31,25,25
27,26,21
46,43,38
45,31,30
45,23,26
60,34,43
56,36,45
61,45,55
59,45,42
31,42,38
23,39,39
44,38,42
52,26,27
38,23,16
32,37,30
38,38,40
49,23,34
67,38,43
38,38,28
17,33,22
29,30,34
48,32,45
34,29,33
18,42,28
47,28,47
33,32,38
20,29,24
33,30,21
59,41,37
66,52,52
50,51,55
38,42,53
35,33,47
44,38,50
44,43,48
52,47,44
61,41,40
60,34,35
50,42,40
33,48,41
53,45,42
43,42,38
30,32,27
33,35,30
39,41,36
48,53,47
46,45,43
56,41,44
50,27,33
31,16,19
32,34,31
37,48,42
36,37,32
48,38,37
51,46,43
44,49,43
45,35,43
44,29,36
46,36,37
33,40,32
24,38,23
51,51,41
68,54,51
40,36,33
41,53,49
41,42,46
66,39,54
77,46,61
48,48,48
24,52,38
41,59,45
72,63,54
83,76,68
73,66,58
80,76,67
80,76,67
73,64,59
83,72,68
98,84,83
109,95,94
106,95,93
99,89,87
104,94,92
105,95,93
107,98,93
113,106,100
111,108,101
111,111,103
122,117,111
112,115,106
102,114,102
104,111,103
111,108,103
111,106,103
103,104,99
90,101,93
78,89,81
72,73,68
72,64,61
67,62,58
60,63,54
56,59,50
57,53,44
71,53,49
44,49,45
39,37,38
43,39,38
51,52,47
60,61,55
54,44,42
57,38,40
44,34,35
31,37,35
28,37,34
36,27,32
50,24,35
65,35,45
65,44,49
67,51,52
79,60,62
120,62,38
110,75,47
102,78,52
108,66,52
118,57,52
107,54,46
74,56,36
54,58,33
46,42,30
54,38,41
59,48,62
45,57,71
16,38,49
17,30,38
45,40,44
47,33,33
46,41,47
34,32,45
25,30,36
33,45,33
36,45,26
35,31,28
40,29,46
38,31,49
27,31,34
30,42,32
37,42,38
42,38,39
36,29,21
32,30,15
36,37,32
27,29,42
29,33,6
54,52,53
46,36,60
32,17,40
35,23,33
35,34,40
30,34,46
29,27,38
46,34,34
59,45,36
55,41,38
47,34,44
54,36,52
47,36,44
27,38,34
16,48,37
56,35,30
56,47,38
39,46,39
28,47,53
38,62,86
53,74,121
69,86,156
83,103,192
89,121,222
100,149,251
103,163,255
101,160,252
97,146,241
88,122,222
75,102,205
60,83,185
59,62,129
69,72,127
65,68,103
56,55,71
45,43,46
56,53,48
57,52,48
52,43,44
47,41,45
52,45,52
45,40,44
44,43,41
43,40,35
40,37,30
46,43,36
39,36,31
57,29,54
51,33,45
42,38,29
29,34,12
42,45,28
43,39,38
40,32,45
38,32,42
36,36,34
38,42,27
35,33,20
44,33,29
56,40,41
52,37,42
48,39,42
43,43,43
33,36,29
31,31,33
31,25,39
40,29,45
49,36,43
43,33,23
37,29,10
44,38,24
40,36,35
36,33,44
28,27,43
22,26,37
33,41,43
36,47,43
29,41,37
34,46,44
35,32,43
18,22,25
27,32,26
30,25,22
48,33,38
39,32,40
24,29,35
20,32,30
20,30,22
32,44,30
21,44,28
10,31,22
25,31,31
30,19,25
42,28,27
45,36,29
43,43,35
42,41,36
32,31,29
38,29,32
38,21,29
43,19,32
46,20,31
56,33,41
54,35,37
39,25,24
51,37,34
58,40,38
53,31,34
54,29,35
51,25,36
54,30,43
58,47,41
36,38,35
23,31,34
30,24,26
38,20,16
35,27,16
31,37,27
38,38,40
55,40,47
52,36,36
39,41,28
33,45,33
30,30,32
47,35,47
41,36,40
17,31,18
56,41,48
29,31,28
26,36,27
39,39,29
45,30,25
47,36,32
46,46,44
36,41,44
39,42,49
35,35,43
34,35,40
40,35,39
52,33,37
54,32,35
42,37,34
30,48,36
44,35,30
50,50,42
44,49,42
38,45,38
30,41,33
24,44,35
17,34,28
44,42,43
65,46,52
56,45,49
26,41,36
16,39,29
36,41,37
53,43,44
30,31,26
15,37,25
48,43,50
48,31,41
47,32,39
29,35,33
13,33,22
35,40,33
52,38,37
28,25,20
28,44,34
43,50,43
67,46,51
68,38,48
46,47,49
36,67,59
52,75,69
70,64,68
69,66,57
63,59,50
76,67,60
78,67,63
81,70,66
89,79,77
90,80,78
100,89,87
105,89,89
99,83,83
103,89,88
102,93,88
101,96,90
107,104,97
111,107,98
116,109,101
119,115,106
109,110,102
101,109,98
96,103,95
92,97,91
92,97,93
87,93,89
74,83,78
76,82,78
76,77,72
71,68,63
62,59,52
56,56,46
55,57,44
56,54,41
55,49,37
28,36,39
18,28,19
30,44,27
36,53,43
36,48,48
28,27,25
43,33,24
56,49,43
32,37,43
21,31,40
27,28,32
46,36,37
58,40,52
55,40,61
61,49,63
76,64,66
99,51,41
86,58,44
76,61,42
81,58,44
93,55,46
83,50,41
59,47,33
44,46,32
48,38,36
64,34,46
64,37,54
43,43,55
17,42,46
21,50,48
48,54,54
58,39,43
33,32,37
34,33,41
37,40,45
37,50,40
23,36,19
21,17,14
39,22,38
41,30,46
22,28,28
24,37,28
36,36,34
44,32,34
37,26,20
36,32,20
40,41,36
31,28,39
31,31,3
39,45,43
24,26,49
23,9,34
43,19,33
45,29,40
32,31,45
29,29,41
41,30,28
61,43,33
56,43,37
38,31,38
38,27,41
42,32,40
31,37,33
18,44,33
65,35,45
57,39,39
35,36,31
24,44,45
31,58,75
45,70,101
66,82,131
72,86,157
70,95,187
75,117,217
77,126,221
81,122,214
85,109,205
84,98,195
74,92,176
49,78,148
57,60,113
61,60,104
54,50,77
53,50,57
42,43,37
46,48,35
41,38,29
42,33,34
44,34,42
54,51,58
64,65,69
43,44,46
49,45,44
65,59,59
42,38,35
27,27,25
47,23,39
45,29,42
49,47,48
41,48,32
42,50,29
38,39,31
32,30,35
24,23,28
36,39,30
46,50,35
45,42,33
48,37,35
51,35,35
43,29,26
40,31,34
38,37,45
25,33,22
27,27,25
40,30,38
37,19,33
45,25,37
59,40,46
40,29,25
25,21,12
32,32,24
31,30,28
30,28,33
32,31,39
27,30,39
24,33,38
26,42,42
18,38,36
33,29,43
22,27,31
21,32,28
25,25,23
39,33,37
37,34,43
19,26,32
27,32,35
32,33,28
30,30,22
25,35,26
21,33,29
22,26,29
20,15,19
30,29,24
27,35,22
38,41,32
40,37,32
34,22,24
41,22,28
41,19,31
43,23,34
42,25,33
56,39,45
59,40,42
45,30,27
49,38,32
55,48,42
44,39,35
40,30,31
45,28,34
47,26,35
39,37,25
47,37,38
52,40,50
39,33,35
40,42,29
52,53,37
44,39,33
35,30,34
37,38,40
35,41,31
46,47,33
49,45,36
22,20,23
24,27,34
34,34,34
32,27,21
36,36,24
43,40,31
33,33,25
34,35,27
41,42,34
27,20,14
22,13,8
44,45,39
47,62,57
33,49,49
40,40,50
48,30,46
53,32,47
51,42,45
34,37,30
30,41,27
60,39,36
56,42,39
43,43,35
35,42,34
33,46,39
37,52,47
25,34,31
29,29,31
42,36,40
42,36,40
35,36,38
33,39,37
33,38,34
45,45,43
42,44,39
54,59,53
38,26,38
51,41,52
52,47,54
46,47,51
36,45,44
24,35,29
30,37,29
55,58,49
51,51,41
49,46,37
49,44,38
